window_size,run_id,scenario,player_id,total_cost_ma,total_cost_waterfall,total_cost_oracle,delta_total_vs_waterfall,delta_total_vs_oracle
2,3,late_relaxed,2,8.794796858205343,8.66275596762598,6.892730006023174,0.13204089057936308,1.9020668521821689
2,3,late_relaxed,3,7.118537948720947,7.827114336134419,5.873796133277086,-0.7085763874134718,1.2447418154438612
2,3,late_relaxed,4,8.871164255855929,8.348868133318094,6.515344689432132,0.5222961225378349,2.355819566423797
2,3,late_relaxed,5,11.786221243652426,12.359742846918769,10.138672601701108,-0.573521603266343,1.6475486419513174
2,3,late_relaxed,6,7.521561645645899,7.614850177451352,5.78537441101746,-0.09328853180545327,1.7361872346284386
2,3,late_relaxed,7,12.211386116569042,12.006513989411067,10.914504049539568,0.20487212715797476,1.2968820670294736
2,3,late_relaxed,8,8.02869765936604,8.378864077522543,5.7861721323992095,-0.35016641815650296,2.2425255269668307
2,3,late_relaxed,9,15.168242967671945,13.909496384561084,9.935039112521013,1.2587465831108613,5.233203855150933
2,3,late_relaxed,10,7.694000828399504,7.792708432021456,5.751611281543904,-0.09870760362195252,1.9423895468555994
2,3,late_relaxed,11,11.747795259634277,11.873060293430692,10.38909996627231,-0.12526503379641518,1.3586952933619667
2,3,late_relaxed,12,11.321537164247147,12.376927881613424,7.385859741060544,-1.0553907173662775,3.9356774231866023
2,3,late_relaxed,13,8.688268454409426,8.6821978782084,6.5876160999762385,0.006070576201025801,2.100652354433188
2,3,late_relaxed,14,9.734715088538946,10.36754129162175,6.155699646267882,-0.6328262030828036,3.5790154422710643
2,3,late_relaxed,15,9.038830608708292,8.658532284087551,7.809546186268848,0.38029832462074076,1.2292844224394441
2,3,late_relaxed,16,8.155327420497962,8.294316487430867,6.054927528334213,-0.1389890669329059,2.1003998921637486
2,3,late_relaxed,17,8.057217653317867,7.971650896924278,5.753861612573618,0.08556675639358868,2.303356040744249
2,3,late_relaxed,18,7.02800982021053,6.916361660052324,5.173747384846105,0.11164816015820556,1.8542624353644248
2,3,late_relaxed,19,7.941663088464706,7.501221416564465,5.759870361468206,0.4404416719002411,2.1817927269965
2,3,late_relaxed,20,9.348412926459586,9.45859590519859,6.294577471875122,-0.11018297873900451,3.0538354545844637
2,3,low_start_wide,1,13.721234558890336,12.529038963545341,10.578695310385232,1.1921955953449945,3.142539248505104
2,3,low_start_wide,2,14.44521517462066,13.539138565322153,11.250477023232618,0.9060766092985073,3.1947381513880426
2,3,low_start_wide,3,13.231718803907864,12.903211657889166,10.817556519722848,0.3285071460186977,2.414162284185016
2,3,low_start_wide,4,15.681741281904706,13.805533231829465,12.064044352569574,1.8762080500752418,3.617696929335132
2,3,low_start_wide,5,18.681814281411377,18.367505510665595,15.636519629981988,0.31430877074578234,3.045294651429389
2,3,low_start_wide,6,13.433189522765664,12.84593674062291,10.695302135506967,0.5872527821427536,2.737887387258697
2,3,low_start_wide,7,18.527534042593803,17.73540264492728,16.09398508320959,0.7921313976665232,2.433548959384215
2,3,low_start_wide,8,16.031305994133564,15.580246926203149,11.854520953261606,0.45105906793041584,4.176785040871959
