n_train_days,rmse,train_seed
62,0.7363792313670126,8
63,0.736639448392326,8
64,0.7358987889505944,8
65,0.7344846085289696,8
66,0.7354493508664117,8
67,0.7353544314416863,8
68,0.7349014076175429,8
69,0.7308927620232509,8
70,0.7321088200168394,8
71,0.7334197065836261,8
72,0.7329610993683113,8
73,0.7287677854207931,8
74,0.7283568829959932,8
75,0.7264258820801089,8
76,0.7390624451835895,8
77,0.7389489394341349,8
78,0.7381310142129774,8
79,0.7390320987075543,8
80,0.7433687802686411,8
81,0.7394027064799933,8
82,0.7377832156406312,8
83,0.7384815662048232,8
84,0.7388276968530417,8
85,0.7408387963273568,8
86,0.7421853354811283,8
87,0.7416460500010118,8
88,0.741595233875486,8
89,0.7393186303109663,8
90,0.7422581517201541,8
91,0.7435577324708396,8
92,0.7431760559986803,8
93,0.7411387765479932,8
94,0.7422221262897979,8
95,0.7408665752778911,8
96,0.7412902970742504,8
97,0.7413294091095329,8
98,0.7403517167755801,8
99,0.7376220676949204,8
100,0.7400751829054698,8
101,0.7354989941313712,8
102,0.7336133741946956,8
103,0.7315283616364893,8
104,0.7312779172151216,8
105,0.7325057345650106,8
106,0.732823171669881,8
107,0.729425526921726,8
108,0.7302188623727973,8
109,0.7296327717248606,8
110,0.730304436458378,8
111,0.7316932100142237,8
112,0.7302947956683321,8
113,0.7322522445093477,8
114,0.7304509560399063,8
115,0.7285124053100833,8
116,0.7299172157454885,8
117,0.7328542462409808,8
