TRIPID,PERSID,HHID,STOPS,TRIPNO,STARTHOUR,STARTIME,ARRHOUR,ARRTIME,TRAVTIME,TRIPTIME,WAITIME,CUMDIST,ORIGPLACE2,ORIGPURP2,DESTPLACE2,DESTPURP2,TRIPPURP,LINKMODE,DIST_GRP,Time_Grp,TIME1
Y16H2180416P02T01,Y16H2180416P02,Y16H2180416,1,1,8,480,9,540,60,60,0,34.45,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,30 - 34.9,60 - 69,60
Y16H2180416P02T02,Y16H2180416P02,Y16H2180416,1,2,18,1110,19,1170,60,60,0,34.72,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,30 - 34.9,60 - 69,60
Y16H2180438P02T01,Y16H2180438P02,Y16H2180438,1,1,11,675,11,705,30,30,0,20.88,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,30 - 34,30
Y16H2180438P02T02,Y16H2180438P02,Y16H2180438,1,2,17,1050,18,1080,30,30,0,20.88,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,30 - 34,30
Y16H2200323P01T01,Y16H2200323P01,Y16H2200323,1,1,8,530,9,540,10,10,0,2.04,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,2 - 2.9,10. - 14.,10
Y16H2200323P01T02,Y16H2200323P01,Y16H2200323,1,2,17,1050,17,1060,10,10,0,2.04,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,2 - 2.9,10. - 14.,10
Y16H2220204P01T01,Y16H2220204P01,Y16H2220204,1,1,8,480,8,515,35,35,0,11.22,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,11 - 11.9,35 - 39,35
Y16H2220204P01T02,Y16H2220204P01,Y16H2220204,1,2,17,1050,18,1080,30,30,0,11.46,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,11 - 11.9,30 - 34,30
Y16H2240230P03T01,Y16H2240230P03,Y16H2240230,1,1,8,495,8,520,25,25,0,10.61,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,10 - 10.9,25 - 29,25
Y16H2240230P03T02,Y16H2240230P03,Y16H2240230,1,2,17,1050,18,1080,30,30,0,10.61,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,10 - 10.9,30 - 34,30
Y16H2240233P01T01,Y16H2240233P01,Y16H2240233,1,1,8,480,8,515,35,35,0,20.21,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,35 - 39,35
Y16H2240233P01T02,Y16H2240233P01,Y16H2240233,1,2,18,1080,18,1115,35,35,0,19.83,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,19 - 19.9,35 - 39,35
Y16H2250509P01T01,Y16H2250509P01,Y16H2250509,1,1,8,510,9,540,30,30,0,11.57,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,11 - 11.9,30 - 34,30
Y16H2250509P01T02,Y16H2250509P01,Y16H2250509,1,2,17,1050,17,1075,25,25,0,11.75,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,11 - 11.9,25 - 29,25
Y16H2250535P01T01,Y16H2250535P01,Y16H2250535,1,1,8,510,8,520,10,10,0,2.43,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,2 - 2.9,10. - 14.,10
Y16H2250535P01T02,Y16H2250535P01,Y16H2250535,1,2,19,1140,19,1150,10,10,0,2.5,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,2 - 2.9,10. - 14.,10
Y16H2260139P01T01,Y16H2260139P01,Y16H2260139,1,1,8,510,9,540,30,30,0,13.9,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,13 - 13.9,30 - 34,30
Y16H2260139P01T02,Y16H2260139P01,Y16H2260139,1,2,17,1050,18,1085,35,35,0,14.14,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,14 - 14.9,35 - 39,35
Y16H2270212P04T01,Y16H2270212P04,Y16H2270212,1,1,8,510,8,535,25,25,0,5.15,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,25 - 29,25
Y16H2270212P04T02,Y16H2270212P04,Y16H2270212,1,2,17,1050,17,1065,15,15,0,5.17,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,15 - 19,15
Y16H2270219P03T01,Y16H2270219P03,Y16H2270219,1,1,8,510,9,570,60,60,0,18.16,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,18 - 18.9,60 - 69,60
Y16H2270219P03T02,Y16H2270219P03,Y16H2270219,1,2,17,1065,18,1115,50,50,0,18.97,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,18 - 18.9,50 - 54,50
Y16H2270432P04T01,Y16H2270432P04,Y16H2270432,1,1,8,480,8,510,30,30,0,11.66,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,11 - 11.9,30 - 34,30
Y16H2270432P04T02,Y16H2270432P04,Y16H2270432,1,2,18,1080,18,1110,30,30,0,13.49,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,13 - 13.9,30 - 34,30
Y16H2280305P01T01,Y16H2280305P01,Y16H2280305,1,1,8,480,8,515,35,35,0,13.22,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,13 - 13.9,35 - 39,35
Y16H2280305P01T02,Y16H2280305P01,Y16H2280305,1,2,17,1050,18,1090,40,40,0,13.29,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,13 - 13.9,40 - 44,40
Y16H2280517P02T01,Y16H2280517P02,Y16H2280517,1,1,9,540,9,570,30,30,0,17.15,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,17 - 17.9,30 - 34,30
Y16H2280517P02T02,Y16H2280517P02,Y16H2280517,1,2,18,1080,18,1110,30,30,0,16.3,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,16 - 16.9,30 - 34,30
Y16H2290319P01T01,Y16H2290319P01,Y16H2290319,1,1,8,480,8,495,15,15,0,3.34,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,3 - 3.9,15 - 19,15
Y16H2290319P01T02,Y16H2290319P01,Y16H2290319,1,2,17,1050,17,1065,15,15,0,3.34,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,3 - 3.9,15 - 19,15
Y16H2290402P01T01,Y16H2290402P01,Y16H2290402,1,1,8,480,8,535,55,55,0,28.97,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,25 - 29.9,55 - 59,55
Y16H2290402P01T02,Y16H2290402P01,Y16H2290402,1,2,17,1050,18,1080,30,30,0,26.58,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,25 - 29.9,30 - 34,30
Y17H2320116P01T01,Y17H2320116P01,Y17H2320116,1,1,8,510,9,540,30,30,0,29.49,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,25 - 29.9,30 - 34,30
Y17H2320116P01T02,Y17H2320116P01,Y17H2320116,1,2,17,1050,17,1070,20,20,0,29.36,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,25 - 29.9,20 - 24,20
Y17H2330110P03T01,Y17H2330110P03,Y17H2330110,1,1,8,495,8,500,5,5,0,2.52,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,2 - 2.9,5. - 9.,5
Y17H2330110P03T02,Y17H2330110P03,Y17H2330110,1,2,18,1110,18,1115,5,5,0,2.24,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,2 - 2.9,5. - 9.,5
Y17H2330425P02T01,Y17H2330425P02,Y17H2330425,2,1,8,525,9,560,35,35,0,10.64,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,10 - 10.9,35 - 39,25
Y17H2330425P02T02,Y17H2330425P02,Y17H2330425,2,2,17,1055,18,1116,61,61,0,12.01,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,12 - 12.9,60 - 69,10
Y17H2330508P03T01,Y17H2330508P03,Y17H2330508,1,1,8,510,9,540,30,30,0,8.12,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,8 - 8.9,30 - 34,30
Y17H2330508P03T02,Y17H2330508P03,Y17H2330508,1,2,17,1065,18,1100,35,35,0,8.08,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,8 - 8.9,35 - 39,35
Y17H2340208P03T01,Y17H2340208P03,Y17H2340208,1,1,8,480,8,510,30,30,0,13.46,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,13 - 13.9,30 - 34,30
Y17H2340208P03T02,Y17H2340208P03,Y17H2340208,1,2,20,1200,20,1225,25,25,0,13.48,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,13 - 13.9,25 - 29,25
Y17H2340216P03T01,Y17H2340216P03,Y17H2340216,1,1,8,495,8,530,35,35,0,35.76,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,35 - 39.9,35 - 39,35
Y17H2340216P03T02,Y17H2340216P03,Y17H2340216,1,2,17,1050,18,1085,35,35,0,36.2,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,35 - 39.9,35 - 39,35
Y17H2340517P03T01,Y17H2340517P03,Y17H2340517,1,1,9,570,10,600,30,30,0,12.61,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,12 - 12.9,30 - 34,30
Y17H2340517P03T02,Y17H2340517P03,Y17H2340517,1,2,21,1260,21,1280,20,20,0,15.82,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,15 - 15.9,20 - 24,20
Y17H2350224P02T01,Y17H2350224P02,Y17H2350224,1,1,8,490,8,510,20,20,0,15.91,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,15 - 15.9,20 - 24,20
Y17H2350224P02T02,Y17H2350224P02,Y17H2350224,1,2,17,1050,17,1070,20,20,0,15.91,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,15 - 15.9,20 - 24,20
Y17H2350302P02T01,Y17H2350302P02,Y17H2350302,1,1,8,480,8,500,20,20,0,2.92,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,2 - 2.9,20 - 24,20
Y17H2350302P02T02,Y17H2350302P02,Y17H2350302,1,2,18,1080,18,1100,20,20,0,3.42,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,3 - 3.9,20 - 24,20
Y17H2350317P02T01,Y17H2350317P02,Y17H2350317,1,1,8,495,8,530,35,35,0,19.2,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,19 - 19.9,35 - 39,35
Y17H2350317P02T02,Y17H2350317P02,Y17H2350317,1,2,17,1070,18,1105,35,35,0,19.22,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,19 - 19.9,35 - 39,35
Y17H2360229P03T01,Y17H2360229P03,Y17H2360229,1,1,11,690,11,705,15,15,0,8.74,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,8 - 8.9,15 - 19,15
Y17H2360229P03T02,Y17H2360229P03,Y17H2360229,1,2,21,1260,21,1275,15,15,0,9.49,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,9 - 9.9,15 - 19,15
Y17H2360312P01T01,Y17H2360312P01,Y17H2360312,1,1,9,540,9,580,40,40,0,27.32,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,25 - 29.9,40 - 44,40
Y17H2360312P01T02,Y17H2360312P01,Y17H2360312,1,2,18,1110,19,1150,40,40,0,27.58,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,25 - 29.9,40 - 44,40
Y17H2370301P01T01,Y17H2370301P01,Y17H2370301,1,1,9,555,9,580,25,25,0,12.36,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,12 - 12.9,25 - 29,25
Y17H2370301P01T02,Y17H2370301P01,Y17H2370301,1,2,18,1080,18,1110,30,30,0,11.14,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,11 - 11.9,30 - 34,30
Y17H2370303P02T01,Y17H2370303P02,Y17H2370303,1,1,8,525,9,540,15,15,0,4.32,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,4 - 4.9,15 - 19,15
Y17H2370303P02T02,Y17H2370303P02,Y17H2370303,1,2,18,1110,18,1125,15,15,0,4.73,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,4 - 4.9,15 - 19,15
Y17H2380301P02T01,Y17H2380301P02,Y17H2380301,1,1,8,510,9,555,45,45,0,11.41,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,11 - 11.9,45 - 49,45
Y17H2380301P02T02,Y17H2380301P02,Y17H2380301,1,2,18,1080,18,1110,30,30,0,12.2,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,12 - 12.9,30 - 34,30
Y17H2390209P01T01,Y17H2390209P01,Y17H2390209,1,1,11,660,11,690,30,30,0,18.64,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,18 - 18.9,30 - 34,30
Y17H2390209P01T02,Y17H2390209P01,Y17H2390209,1,2,18,1080,18,1120,40,40,0,17.56,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,17 - 17.9,40 - 44,40
Y17H2390212P03T01,Y17H2390212P03,Y17H2390212,1,1,8,485,8,505,20,20,0,12.83,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,12 - 12.9,20 - 24,20
Y17H2390212P03T02,Y17H2390212P03,Y17H2390212,1,2,18,1080,18,1100,20,20,0,12.92,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,12 - 12.9,20 - 24,20
Y17H2410102P02T01,Y17H2410102P02,Y17H2410102,1,1,8,525,9,540,15,15,0,3.74,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,3 - 3.9,15 - 19,15
Y17H2410102P02T02,Y17H2410102P02,Y17H2410102,1,2,17,1050,17,1065,15,15,0,4.52,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,4 - 4.9,15 - 19,15
Y17H2410515P07T01,Y17H2410515P07,Y17H2410515,1,1,8,480,8,520,40,40,0,18.06,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,18 - 18.9,40 - 44,40
Y17H2410515P07T02,Y17H2410515P07,Y17H2410515,1,2,17,1050,18,1080,30,30,0,28.41,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,25 - 29.9,30 - 34,30
Y17H2420137P02T01,Y17H2420137P02,Y17H2420137,1,1,8,480,8,495,15,15,0,4.42,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,4 - 4.9,15 - 19,15
Y17H2420137P02T02,Y17H2420137P02,Y17H2420137,1,2,19,1140,19,1155,15,15,0,5.29,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,15 - 19,15
Y17H2420205P03T01,Y17H2420205P03,Y17H2420205,1,1,8,480,8,505,25,25,0,31.88,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,30 - 34.9,25 - 29,25
Y17H2420205P03T02,Y17H2420205P03,Y17H2420205,1,2,19,1140,19,1170,30,30,0,31.67,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,30 - 34.9,30 - 34,30
Y17H2430103P03T01,Y17H2430103P03,Y17H2430103,1,1,8,525,9,540,15,15,0,6.23,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,6 - 6.9,15 - 19,15
Y17H2430103P03T02,Y17H2430103P03,Y17H2430103,1,2,17,1050,17,1070,20,20,0,6.42,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,6 - 6.9,20 - 24,20
Y17H2430115P02T01,Y17H2430115P02,Y17H2430115,1,1,9,540,9,560,20,20,0,9.75,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,9 - 9.9,20 - 24,20
Y17H2430115P02T02,Y17H2430115P02,Y17H2430115,1,2,18,1090,18,1115,25,25,0,6.5,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,6 - 6.9,25 - 29,25
Y17H2432201P03T01,Y17H2432201P03,Y17H2432201,1,1,10,600,10,645,45,45,0,35.51,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,35 - 39.9,45 - 49,45
Y17H2432201P03T02,Y17H2432201P03,Y17H2432201,1,2,18,1110,19,1155,45,45,0,35.83,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,35 - 39.9,45 - 49,45
Y17H2440223P02T01,Y17H2440223P02,Y17H2440223,1,1,8,510,8,530,20,20,0,7.44,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,7 - 7.9,20 - 24,20
Y17H2440223P02T02,Y17H2440223P02,Y17H2440223,1,2,17,1050,17,1070,20,20,0,7.47,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,7 - 7.9,20 - 24,20
Y17H2460525P01T01,Y17H2460525P01,Y17H2460525,1,1,8,510,9,540,30,30,0,13.48,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,13 - 13.9,30 - 34,30
Y17H2460525P01T02,Y17H2460525P01,Y17H2460525,1,2,18,1080,18,1110,30,30,0,12.01,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,12 - 12.9,30 - 34,30
Y17H2490229P04T01,Y17H2490229P04,Y17H2490229,1,1,8,480,8,510,30,30,0,20.52,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,30 - 34,30
Y17H2490229P04T02,Y17H2490229P04,Y17H2490229,1,2,17,1050,18,1090,40,40,0,20.16,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,40 - 44,40
Y17H2490411P01T01,Y17H2490411P01,Y17H2490411,1,1,8,485,8,530,45,45,0,21.59,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,45 - 49,45
Y17H2490411P01T02,Y17H2490411P01,Y17H2490411,1,2,18,1080,19,1155,75,75,0,21.7,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,70 - 79,75
Y17H2490411P04T01,Y17H2490411P04,Y17H2490411,1,1,10,640,11,660,20,20,0,5.43,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,20 - 24,20
Y17H2490411P04T02,Y17H2490411P04,Y17H2490411,1,2,18,1110,18,1130,20,20,0,5.64,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,20 - 24,20
Y17H2490440P01T01,Y17H2490440P01,Y17H2490440,1,1,9,542,9,579,37,37,0,16.72,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,16 - 16.9,35 - 39,37
Y17H2490440P01T02,Y17H2490440P01,Y17H2490440,1,2,17,1051,18,1108,57,57,0,16.86,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,16 - 16.9,55 - 59,57
Y17H2500437P02T01,Y17H2500437P02,Y17H2500437,1,1,9,540,9,590,50,50,0,14.5,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,14 - 14.9,50 - 54,50
Y17H2500437P02T02,Y17H2500437P02,Y17H2500437,1,2,18,1080,18,1125,45,45,0,14.71,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,14 - 14.9,45 - 49,45
Y17H2510208P02T01,Y17H2510208P02,Y17H2510208,1,1,8,480,8,495,15,15,0,5.71,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,15 - 19,15
Y17H2510208P02T02,Y17H2510208P02,Y17H2510208,1,2,17,1065,17,1075,10,10,0,5.39,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,10. - 14.,10
Y17H2510216P01T01,Y17H2510216P01,Y17H2510216,1,1,8,480,8,510,30,30,0,11.97,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,11 - 11.9,30 - 34,30
Y17H2510216P01T02,Y17H2510216P01,Y17H2510216,1,2,18,1080,18,1110,30,30,0,11.99,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,11 - 11.9,30 - 34,30
Y17H2510311P01T01,Y17H2510311P01,Y17H2510311,1,1,8,480,8,510,30,30,0,13.72,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,13 - 13.9,30 - 34,30
Y17H2510311P01T02,Y17H2510311P01,Y17H2510311,1,2,18,1080,18,1110,30,30,0,14.83,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,14 - 14.9,30 - 34,30
Y17H2520324P02T01,Y17H2520324P02,Y17H2520324,1,1,8,500,9,555,55,55,0,16.63,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,16 - 16.9,55 - 59,55
Y17H2520324P02T02,Y17H2520324P02,Y17H2520324,1,2,18,1080,18,1130,50,50,0,17.93,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,17 - 17.9,50 - 54,50
Y17H2520331P01T01,Y17H2520331P01,Y17H2520331,1,1,9,580,9,585,5,5,0,3.38,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,3 - 3.9,5. - 9.,5
Y17H2520331P01T02,Y17H2520331P01,Y17H2520331,1,2,18,1090,18,1095,5,5,0,3.39,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,3 - 3.9,5. - 9.,5
Y17H2520403P01T01,Y17H2520403P01,Y17H2520403,1,1,11,660,11,695,35,35,0,13.97,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,13 - 13.9,35 - 39,35
Y17H2520403P01T02,Y17H2520403P01,Y17H2520403,1,2,19,1140,19,1180,40,40,0,14.15,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,14 - 14.9,40 - 44,40
Y17H2520426P01T01,Y17H2520426P01,Y17H2520426,1,1,8,480,8,485,5,5,0,1.79,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,1 - 1.9,5. - 9.,5
Y17H2520426P01T02,Y17H2520426P01,Y17H2520426,1,2,20,1200,20,1205,5,5,0,1.79,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,1 - 1.9,5. - 9.,5
Y17H2530537P01T01,Y17H2530537P01,Y17H2530537,1,1,9,570,9,590,20,20,0,14.58,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,14 - 14.9,20 - 24,20
Y17H2530537P01T02,Y17H2530537P01,Y17H2530537,1,2,18,1090,18,1120,30,30,0,14.82,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,14 - 14.9,30 - 34,30
Y17H2540129P01T01,Y17H2540129P01,Y17H2540129,1,1,8,480,8,525,45,45,0,20.97,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,45 - 49,45
Y17H2540129P01T02,Y17H2540129P01,Y17H2540129,1,2,18,1110,19,1160,50,50,0,20.76,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,50 - 54,50
Y17H2551016P01T01,Y17H2551016P01,Y17H2551016,1,1,8,510,8,535,25,25,0,7.49,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,7 - 7.9,25 - 29,25
Y17H2551016P01T02,Y17H2551016P01,Y17H2551016,1,2,18,1080,18,1110,30,30,0,7.38,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,7 - 7.9,30 - 34,30
Y17H2551032P01T01,Y17H2551032P01,Y17H2551032,1,1,8,510,8,525,15,15,0,7.26,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,7 - 7.9,15 - 19,15
Y17H2551032P01T02,Y17H2551032P01,Y17H2551032,1,2,17,1050,17,1065,15,15,0,7.26,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,7 - 7.9,15 - 19,15
Y17H2560132P02T01,Y17H2560132P02,Y17H2560132,1,1,9,575,9,596,21,21,0,3.81,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,3 - 3.9,20 - 24,21
Y17H2560132P02T02,Y17H2560132P02,Y17H2560132,1,2,20,1200,20,1207,7,7,0,4.22,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,4 - 4.9,5. - 9.,7
Y17H2580432P01T01,Y17H2580432P01,Y17H2580432,1,1,8,495,8,515,20,20,0,5.98,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,20 - 24,20
Y17H2580432P01T02,Y17H2580432P01,Y17H2580432,1,2,19,1150,19,1170,20,20,0,6.0,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,6 - 6.9,20 - 24,20
Y17H2580432P02T01,Y17H2580432P02,Y17H2580432,1,1,10,600,10,620,20,20,0,5.98,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,20 - 24,20
Y17H2580432P02T02,Y17H2580432P02,Y17H2580432,1,2,17,1050,17,1070,20,20,0,6.0,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,6 - 6.9,20 - 24,20
Y17H2590132P04T01,Y17H2590132P04,Y17H2590132,1,1,11,660,11,710,50,50,0,16.67,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,16 - 16.9,50 - 54,50
Y17H2590132P04T02,Y17H2590132P04,Y17H2590132,1,2,18,1080,18,1110,30,30,0,16.38,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,16 - 16.9,30 - 34,30
Y17H2590136P02T01,Y17H2590136P02,Y17H2590136,1,1,8,510,8,520,10,10,0,3.11,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,3 - 3.9,10. - 14.,10
Y17H2590136P02T02,Y17H2590136P02,Y17H2590136,1,2,18,1080,18,1090,10,10,0,3.15,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,3 - 3.9,10. - 14.,10
